evaluated,hit_rate,hits,max_abs_SCAR,mean_abs_SCAR,median_abs_SCAR,run_id,scope,skipped
54,0.05555555555555555,3,3.928708631946251,0.8255472198478523,0.7310351269930995,68,second_order,0
186,0.11827956989247312,22,5.185106371957386,0.9054038817869084,0.6219943132228244,69,all,0
132,0.10606060606060606,14,7.402504941276007,0.9138537122703451,0.6208555402425302,69,first_order,0
54,0.12962962962962962,7,4.255759867545777,0.9325987718391893,0.504251330754811,69,second_order,0
186,0.0967741935483871,18,5.379663780555674,0.8889654307237437,0.6092074661331216,70,all,0
132,0.10606060606060606,14,7.402504941276007,0.9844054512144431,0.7163921766926366,70,first_order,0
54,0.16666666666666666,9,4.646173456637406,1.1146920534677207,0.8673417579906064,70,second_order,0
186,0.06989247311827956,13,5.799280119074019,0.8705632928501336,0.658983009359609,71,all,0
131,0.13740458015267176,18,4.456760860548637,0.9916287357376685,0.6876007882407759,71,first_order,1
54,0.12962962962962962,7,5.263562138717859,1.0941113141868852,0.7541436469677945,71,second_order,0
186,0.10215053763440861,19,5.379663780555674,0.9893665897756354,0.7457938511355182,72,all,0
131,0.12213740458015267,16,7.402504941276007,0.9583407479245131,0.7568665735677531,72,first_order,1
54,0.05555555555555555,3,2.6765087628827327,0.8077132213181463,0.6858773401493041,72,second_order,0
185,0.11351351351351352,21,5.185106371957386,0.9703174039104683,0.7401146316496374,73,all,1
132,0.08333333333333333,11,6.691101557193222,0.8636682383849216,0.6919977225145614,73,first_order,0
54,0.1111111111111111,6,3.6769103605760836,0.890125714264411,0.7369187757471378,73,second_order,0
186,0.11290322580645161,21,7.402504941276007,0.8930165636953925,0.5881747886966913,74,all,0
132,0.12121212121212122,16,6.107143258536974,0.9094356639825214,0.7337639560101535,74,first_order,0
54,0.1111111111111111,6,5.6157714726161645,0.9614343797471507,0.7409824596574466,74,second_order,0
185,0.10270270270270271,19,7.402504941276007,0.9535483995913205,0.7401146316496374,75,all,1
131,0.10687022900763359,14,5.799280119074019,0.8544817284041285,0.6190106748571454,75,first_order,1
54,0.1111111111111111,6,6.107143258536974,1.040228987394268,0.8739695700782044,75,second_order,0
186,0.11290322580645161,21,5.293386789610306,0.9136194001592663,0.7184172416184109,76,all,0
132,0.15151515151515152,20,5.799280119074019,1.0732244992717324,0.7739569532674739,76,first_order,0
54,0.14814814814814814,8,4.840509145429005,0.9317286913006956,0.762873515172198,76,second_order,0
185,0.10810810810810811,20,6.107143258536974,0.9382870018341803,0.7271535680304384,77,all,1
