evaluated,hit_rate,hits,max_abs_SCAR,mean_abs_SCAR,median_abs_SCAR,run_id,scope,skipped
132,0.09848484848484848,13,5.799280119074019,0.9126019320728904,0.7119613185424145,186,first_order,0
54,0.07407407407407407,4,2.597125685326188,0.7630257014785593,0.6034780477687219,186,second_order,0
185,0.0918918918918919,17,5.185106371957386,0.9131985285634643,0.6646406547296743,187,all,1
132,0.10606060606060606,14,5.799280119074019,0.8720356106317166,0.6507269880262315,187,first_order,0
54,0.07407407407407407,4,4.318129007165164,0.864352058635351,0.6153623431418555,187,second_order,0
186,0.08602150537634409,16,5.293386789610306,0.825854580889488,0.59375506671211,188,all,0
132,0.09090909090909091,12,6.691101557193222,0.8578488586179729,0.616066244145737,188,first_order,0
54,0.12962962962962962,7,2.667247633129512,0.9360722882529218,0.837066619149842,188,second_order,0
186,0.12365591397849462,23,4.929663571963915,0.9184178636537514,0.6357660657797939,189,all,0
132,0.06818181818181818,9,4.840509145429005,0.9032626885843229,0.6827533002769001,189,first_order,0
53,0.09433962264150944,5,4.456760860548637,0.8260473969162854,0.5722238686166866,189,second_order,1
186,0.08602150537634409,16,7.402504941276007,0.8647893401360731,0.6809950677906548,190,all,0
132,0.12121212121212122,16,4.751979074252413,0.9888894522670436,0.7511978508781452,190,first_order,0
54,0.05555555555555555,3,5.293386789610306,0.8826801232476758,0.7111633514580624,190,second_order,0
185,0.10270270270270271,19,6.107143258536974,0.9153630938942491,0.6333560007461502,191,all,1
132,0.09090909090909091,12,5.293386789610306,0.91788386382853,0.7601070641027803,191,first_order,0
54,0.07407407407407407,4,4.255759867545777,0.9706908640329678,0.8759402965588015,191,second_order,0
185,0.0972972972972973,18,7.402504941276007,0.8954247840785565,0.6272368790912327,192,all,1
131,0.06870229007633588,9,7.402504941276007,0.9048499043683889,0.7288035871022768,192,first_order,1
54,0.07407407407407407,4,2.8714948985655466,0.7233032933892655,0.6089885463218587,192,second_order,0
186,0.11290322580645161,21,5.799280119074019,0.947714524256792,0.6652030550468797,193,all,0
131,0.11450381679389313,15,6.691101557193222,1.0062231285255725,0.7312036978819871,193,first_order,1
54,0.14814814814814814,8,5.6157714726161645,1.1282322791562704,0.7946837992885987,193,second_order,0
186,0.08064516129032258,15,4.255759867545777,0.8636190628284967,0.6910616839309587,194,all,0
132,0.11363636363636363,15,5.799280119074019,0.9601133393453629,0.6646893932355922,194,first_order,0
54,0.1111111111111111,6,2.6812454117980167,0.8008168261979474,0.6288741020353188,194,second_order,0
184,0.08695652173913043,16,6.691101557193222,0.8351034744604559,0.6272289362067158,195,all,2
132,0.09848484848484848,13,4.751979074252413,0.891526011123675,0.6780992880857345,195,first_order,0
54,0.09259259259259259,5,5.263562138717859,0.9406541009531496,0.7616499996765037,195,second_order,0
185,0.12432432432432433,23,6.691101557193222,0.9607654118085612,0.6491245274385845,196,all,1
132,0.09848484848484848,13,6.691101557193222,1.0206078938663812,0.7915946142008637,196,first_order,0
54,0.07407407407407407,4,5.6157714726161645,0.9361549145142665,0.7310480075108018,196,second_order,0
186,0.11827956989247312,22,6.107143258536974,0.9383931963548036,0.6994048519797909,197,all,0
131,0.10687022900763359,14,7.402504941276007,0.8687193497224717,0.744017617896637,197,first_order,1
54,0.1111111111111111,6,6.107143258536974,1.0392015661730716,0.5946126166890515,197,second_order,0
185,0.11351351351351352,21,5.379663780555674,0.930547571541532,0.6491245274385845,198,all,1
132,0.09090909090909091,12,5.293386789610306,0.9405017787227278,0.6290636487729738,198,first_order,0
54,0.1111111111111111,6,5.6157714726161645,1.0393450754142202,0.7916911355639646,198,second_order,0
186,0.0967741935483871,18,5.799280119074019,0.8887001109448014,0.6808943219639163,199,all,0
130,0.08461538461538462,11,7.402504941276007,0.8413486652874385,0.6216523485273467,199,first_order,2
54,0.1111111111111111,6,5.164087683548203,0.9832370816512359,0.7758575964636594,199,second_order,0
186,0.0967741935483871,18,6.691101557193222,0.9220267225753891,0.747458532409909,200,all,0
132,0.15151515151515152,20,6.691101557193222,1.0595398574929167,0.7163921766926366,200,first_order,0
54,0.1111111111111111,6,2.667247633129512,0.8915602744300128,0.7050531280774819,200,second_order,0
185,0.10810810810810811,20,5.379663780555674,0.881273121309054,0.6061027847484948,201,all,1
132,0.06818181818181818,9,7.402504941276007,0.8091012548133251,0.6456828325900684,201,first_order,0
54,0.07407407407407407,4,4.751979074252413,0.8511778410362938,0.6473442746411835,201,second_order,0
184,0.125,23,5.263562138717859,0.9388926019289213,0.6728801599093064,202,all,2
132,0.07575757575757576,10,5.164087683548203,0.9155965821144428,0.7320920698074647,202,first_order,0
54,0.09259259259259259,5,3.863592381570207,0.8843644511900377,0.6248085191725592,202,second_order,0
186,0.10215053763440861,19,5.799280119074019,0.9153223641261702,0.6458903235689639,203,all,0
132,0.13636363636363635,18,4.255759867545777,0.9555114015228339,0.7657014155539072,203,first_order,0
54,0.12962962962962962,7,2.701013147093827,0.9377101536353671,0.7312486794612939,203,second_order,0
185,0.08648648648648649,16,7.402504941276007,0.8619807995568491,0.6061027847484948,204,all,1
131,0.08396946564885496,11,6.691101557193222,0.9112992755526164,0.6623059646875202,204,first_order,1
54,0.09259259259259259,5,3.454617599785624,0.8000080665722484,0.5956382482897955,204,second_order,0
185,0.08108108108108109,15,5.293386789610306,0.8716015411095399,0.6619937093074799,205,all,1
132,0.09848484848484848,13,4.751979074252413,0.9328934000027364,0.7424923640400893,205,first_order,0
54,0.14814814814814814,8,4.318129007165164,1.0610064237284156,0.8813493539803764,205,second_order,0
184,0.10869565217391304,20,6.107143258536974,0.9346376927245693,0.6684722874997506,206,all,2
132,0.08333333333333333,11,3.863592381570207,0.762293652175678,0.5525804314018955,206,first_order,0
54,0.1111111111111111,6,5.164087683548203,0.9267029524703071,0.6436675408098401,206,second_order,0
186,0.08602150537634409,16,6.691101557193222,0.7960113534594468,0.5917165023052324,207,all,0
132,0.07575757575757576,10,4.456760860548637,0.8684489667065107,0.6214749689816653,207,first_order,0
54,0.1111111111111111,6,5.185106371957386,1.02452279683089,0.6890092298452647,207,second_order,0
186,0.10752688172043011,20,5.799280119074019,0.92219743167541,0.6595922003788829,208,all,0
132,0.08333333333333333,11,6.691101557193222,0.8151973373178178,0.663317182018577,208,first_order,0
54,0.05555555555555555,3,2.4607286684518708,0.7863903735725203,0.6310883021314689,208,second_order,0
185,0.0972972972972973,18,5.799280119074019,0.9747633461617519,0.7466839834638372,209,all,1
131,0.09923664122137404,13,4.646173456637406,0.8059782484843947,0.5864071903269055,209,first_order,1
54,0.07407407407407407,4,2.470560470967866,0.7710517905714722,0.6082383136832952,209,second_order,0
185,0.0918918918918919,17,4.840509145429005,0.8208951826909539,0.5899423870664772,210,all,1
131,0.10687022900763359,14,4.824738588056284,0.8539104775743692,0.6545437460280915,210,first_order,1
54,0.1111111111111111,6,4.824738588056284,0.9539675824193874,0.7368464064704066,210,second_order,0
184,0.13043478260869565,24,7.402504941276007,0.9921152858969413,0.6760027289118453,211,all,2
132,0.08333333333333333,11,3.62448141830845,0.765169723851335,0.59375506671211,211,first_order,0
54,0.1111111111111111,6,7.402504941276007,1.0678227668440647,0.7291980667634725,211,second_order,0
184,0.08152173913043478,15,5.263562138717859,0.9176224808919538,0.6921716454745028,212,all,2
132,0.11363636363636363,15,4.824738588056284,0.8757210044777223,0.6964595084856247,212,first_order,0
54,0.037037037037037035,2,3.1110512172487033,0.8921683477042318,0.7871895315064956,212,second_order,0
184,0.10869565217391304,20,6.691101557193222,0.9558515027275719,0.6434570862527733,213,all,2
131,0.07633587786259542,10,6.691101557193222,0.7094447119405839,0.47943108401917395,213,first_order,1
54,0.07407407407407407,4,5.263562138717859,0.8084563441657027,0.6235522023753726,213,second_order,0
185,0.08648648648648649,16,4.824738588056284,0.8730786921352283,0.6779058123130243,214,all,1
132,0.09848484848484848,13,7.402504941276007,0.9190711074917269,0.5924122083078731,214,first_order,0
53,0.1320754716981132,7,5.6157714726161645,1.0226066395430176,0.6400588527603166,214,second_order,1
186,0.10215053763440861,19,6.691101557193222,0.9291036236801158,0.6658061139090529,215,all,0
131,0.0916030534351145,12,4.824738588056284,0.8559403514516837,0.5614613354824616,215,first_order,1
54,0.12962962962962962,7,4.318129007165164,1.0551318833525851,0.8643714493583364,215,second_order,0
185,0.11351351351351352,21,5.799280119074019,0.9810281396561324,0.8179138333462223,216,all,1
132,0.07575757575757576,10,6.107143258536974,0.8693460705116981,0.6072725598968172,216,first_order,0
53,0.07547169811320754,4,2.6807289449508125,0.8155687226436013,0.6930003783211475,216,second_order,1
186,0.11290322580645161,21,6.107143258536974,0.9173826537824983,0.6511667065568287,217,all,0
131,0.12213740458015267,16,6.691101557193222,0.9423961969197802,0.6234294533997362,217,first_order,1
53,0.1509433962264151,8,4.255759867545777,0.8873714603587934,0.6646406547296743,217,second_order,1
185,0.10270270270270271,19,6.107143258536974,0.9277317393108083,0.6641446718579378,218,all,1
132,0.14393939393939395,19,5.164087683548203,0.9569713451706875,0.7312036978819871,218,first_order,0
54,0.05555555555555555,3,2.8714948985655466,0.7563534675423248,0.5887614283604017,218,second_order,0
186,0.11290322580645161,21,7.402504941276007,0.9459364549197057,0.7075269611283481,219,all,0
132,0.08333333333333333,11,6.691101557193222,0.9296835343521184,0.7363650069017941,219,first_order,0
54,0.1111111111111111,6,3.62448141830845,0.9085824539212388,0.7474069374930046,219,second_order,0
185,0.11351351351351352,21,5.293386789610306,0.8999438631959821,0.6246219015352161,220,all,1
132,0.11363636363636363,15,4.929663571963915,0.9150643547904463,0.5725058125657743,220,first_order,0
54,0.05555555555555555,3,5.263562138717859,0.8498727639744273,0.7804624220789685,220,second_order,0
185,0.08648648648648649,16,7.402504941276007,0.8955589290387199,0.6845379018635227,221,all,1
132,0.14393939393939395,19,4.929663571963915,0.9404439556250079,0.6994048519797909,221,first_order,0
54,0.1111111111111111,6,6.107143258536974,1.0191217962359054,0.7186337830356913,221,second_order,0
186,0.07526881720430108,14,6.107143258536974,0.8954215833513368,0.6646893932355922,222,all,0
132,0.13636363636363635,18,5.799280119074019,1.077415685339752,0.7819053915847458,222,first_order,0
53,0.07547169811320754,4,4.840509145429005,0.9444041619279558,0.8622000452888429,222,second_order,1
185,0.11891891891891893,22,5.293386789610306,0.9659396258567398,0.7271535680304384,223,all,1
131,0.09923664122137404,13,6.691101557193222,0.9204913669881684,0.7271535680304384,223,first_order,1
54,0.1111111111111111,6,4.646173456637406,0.8366392713433298,0.4981700160298811,223,second_order,0
185,0.11351351351351352,21,7.402504941276007,0.8997362177987659,0.6241211007861365,224,all,1
132,0.07575757575757576,10,4.751979074252413,0.7991914240770115,0.6196940051115534,224,first_order,0
54,0.09259259259259259,5,5.6157714726161645,0.9081695323388613,0.6386833223623174,224,second_order,0
185,0.08108108108108109,15,4.824738588056284,0.8132672573206794,0.6124702570880387,225,all,1
131,0.11450381679389313,15,6.107143258536974,0.9263477653797018,0.7312036978819871,225,first_order,1
54,0.07407407407407407,4,5.6157714726161645,0.8583744555352214,0.5994466151320621,225,second_order,0
185,0.0918918918918919,17,6.691101557193222,0.8441278339556563,0.6195204845635944,226,all,1
132,0.07575757575757576,10,5.185106371957386,0.896147093065683,0.7570838213291106,226,first_order,0
53,0.20754716981132076,11,4.929663571963915,1.1154963141709244,0.886128466247915,226,second_order,1
186,0.11290322580645161,21,6.107143258536974,0.9483237068687342,0.6712187178581912,227,all,0
132,0.10606060606060606,14,5.263562138717859,0.9044446269413651,0.5436922600290065,227,first_order,0
54,0.05555555555555555,3,5.293386789610306,0.8615918322878798,0.6456907754745853,227,second_order,0
185,0.11891891891891893,22,6.691101557193222,0.8947689253368493,0.6240217291747396,228,all,1
131,0.08396946564885496,11,4.929663571963915,0.8726861822653738,0.7312036978819871,228,first_order,1
54,0.07407407407407407,4,4.182276018096301,0.9401937450936346,0.8543364678463317,228,second_order,0
186,0.07526881720430108,14,6.107143258536974,0.8606661225395598,0.6211238424566989,229,all,0
131,0.06870229007633588,9,5.164087683548203,0.861945809989454,0.6834958800693878,229,first_order,1
54,0.09259259259259259,5,4.255759867545777,1.0257355345489252,0.8807279499284464,229,second_order,0
186,0.11827956989247312,22,6.691101557193222,0.9583431347733088,0.6190784931306917,230,all,0
132,0.07575757575757576,10,5.799280119074019,0.8724438184796246,0.6252333328105257,230,first_order,0
54,0.1111111111111111,6,5.185106371957386,0.8938404331358509,0.5367300248573167,230,second_order,0
186,0.11290322580645161,21,5.379663780555674,0.912987524719864,0.6654244912356428,231,all,0
132,0.12121212121212122,16,6.691101557193222,0.9973842210667293,0.7353846213927722,231,first_order,0
53,0.07547169811320754,4,4.255759867545777,0.8926134922977418,0.6081688194811744,231,second_order,1
186,0.08602150537634409,16,5.263562138717859,0.8537262698996672,0.6211042133659727,232,all,0
132,0.10606060606060606,14,5.185106371957386,0.9018795876750979,0.665721221177429,232,first_order,0
53,0.11320754716981132,6,5.263562138717859,1.006917735994031,0.8269170414611605,232,second_order,1
185,0.11891891891891893,22,5.799280119074019,0.9380609429347478,0.6545437460280915,233,all,1
132,0.10606060606060606,14,6.691101557193222,0.9304428979414333,0.6214749689816653,233,first_order,0
53,0.1320754716981132,7,5.185106371957386,0.9820811345475533,0.7361827595782283,233,second_order,1
185,0.12432432432432433,23,6.107143258536974,0.9526446393123223,0.6647381317415102,234,all,1
132,0.06060606060606061,8,5.185106371957386,0.7951837997599923,0.5604158227307867,234,first_order,0
54,0.09259259259259259,5,3.1110512172487033,0.8381883757990578,0.6024450304023821,234,second_order,0
186,0.08602150537634409,16,5.263562138717859,0.896844964960816,0.7285455961449788,235,all,0
132,0.10606060606060606,14,3.928708631946251,0.8197157789157152,0.607464256143844,235,first_order,0
54,0.09259259259259259,5,4.526698006705169,0.8075761916741291,0.5649591186644528,235,second_order,0
185,0.08108108108108109,15,5.379663780555674,0.8291492366020541,0.6272368790912327,236,all,1
131,0.09923664122137404,13,5.379663780555674,0.9117136152396265,0.5864071903269055,236,first_order,1
54,0.1111111111111111,6,5.6157714726161645,1.0296425088682393,0.8130508684067544,236,second_order,0
185,0.0918918918918919,17,4.824738588056284,0.8610595791204044,0.6182894606018712,237,all,1
132,0.09848484848484848,13,5.799280119074019,0.8785586462837659,0.6305673620994254,237,first_order,0
54,0.12962962962962962,7,2.731211715402172,0.8912578088779528,0.796036513527632,237,second_order,0
185,0.11351351351351352,21,6.107143258536974,0.9025396767330012,0.6834958800693878,238,all,1
131,0.08396946564885496,11,7.402504941276007,0.864642729306476,0.5985474066067309,238,first_order,1
53,0.07547169811320754,4,5.185106371957386,0.9267052214950036,0.7042871243384402,238,second_order,1
186,0.10752688172043011,20,4.751979074252413,0.942014005932268,0.7388274737358345,239,all,0
132,0.07575757575757576,10,6.107143258536974,0.7969426239130551,0.5226826250475995,239,first_order,0
54,0.16666666666666666,9,4.255759867545777,0.9708508436780359,0.5972880049040399,239,second_order,0
185,0.0918918918918919,17,7.402504941276007,0.8818779769132905,0.5923173382165667,240,all,1
132,0.08333333333333333,11,5.185106371957386,0.8194435195722208,0.5423376612954446,240,first_order,0
54,0.09259259259259259,5,5.185106371957386,0.9924720901194206,0.6728448190575756,240,second_order,0
186,0.11290322580645161,21,7.402504941276007,0.9622257951469483,0.6562734000648555,241,all,0
132,0.11363636363636363,15,5.263562138717859,0.9763221201390665,0.7608106076304362,241,first_order,0
54,0.07407407407407407,4,2.917556643828069,0.836106097886227,0.7158092030687064,241,second_order,0
185,0.0972972972972973,18,6.107143258536974,0.8505767845460779,0.6646406547296743,242,all,1
132,0.11363636363636363,15,6.691101557193222,1.0093416787678802,0.7333754442602665,242,first_order,0
54,0.12962962962962962,7,5.164087683548203,1.0603367187755344,0.6488250339343347,242,second_order,0
185,0.10810810810810811,20,6.691101557193222,0.9257551316333411,0.6426561196993434,243,all,1
131,0.10687022900763359,14,5.799280119074019,0.901466425721773,0.5534484473568743,243,first_order,1
54,0.1111111111111111,6,5.6157714726161645,1.0046676371155319,0.7002239988465551,243,second_order,0
186,0.10215053763440861,19,6.691101557193222,0.8526280487410702,0.5160028599230806,244,all,0
132,0.08333333333333333,11,5.293386789610306,0.910058726305352,0.673639040827545,244,first_order,0
53,0.03773584905660377,2,3.928708631946251,0.7430733598512493,0.5864071903269055,244,second_order,1
185,0.10810810810810811,20,5.379663780555674,0.869851727558878,0.6182894606018712,245,all,1
131,0.09923664122137404,13,7.402504941276007,0.9542580511511228,0.7258874944079705,245,first_order,1
54,0.05555555555555555,3,4.255759867545777,0.8410076262287157,0.7078541028679173,245,second_order,0
186,0.0967741935483871,18,6.691101557193222,0.9359015575826077,0.6670588368845037,246,all,0
131,0.11450381679389313,15,5.799280119074019,0.8745027796752411,0.5864071903269055,246,first_order,1
54,0.07407407407407407,4,6.107143258536974,0.8674056450776891,0.5738573870745105,246,second_order,0
184,0.09239130434782608,17,5.185106371957386,0.8558482580260053,0.6256293041329861,247,all,2
131,0.0916030534351145,12,7.402504941276007,0.8585097165349961,0.5407573038991678,247,first_order,1
53,0.11320754716981132,6,4.318129007165164,0.9108340860834526,0.7329804417329422,247,second_order,1
185,0.12972972972972974,24,6.107143258536974,0.9766557545540837,0.737788801052602,248,all,1
132,0.09090909090909091,12,6.691101557193222,0.8283381490579087,0.5373466883001532,248,first_order,0
54,0.12962962962962962,7,4.318129007165164,1.005392545070047,0.7830337162362537,248,second_order,0
185,0.11891891891891893,22,7.402504941276007,0.9777329222964679,0.7329804417329422,249,all,1
132,0.07575757575757576,10,6.691101557193222,0.8702771969681399,0.6230586977840435,249,first_order,0
54,0.1111111111111111,6,5.263562138717859,0.9953256745876914,0.6443039936920667,249,second_order,0
186,0.10215053763440861,19,6.107143258536974,0.922467665842147,0.6840168909664552,250,all,0
132,0.12121212121212122,16,7.402504941276007,0.9231243523908996,0.6648867603238441,250,first_order,0
54,0.1111111111111111,6,4.255759867545777,0.9469554657248468,0.804747131689422,250,second_order,0
185,0.08648648648648649,16,5.263562138717859,0.8396276391338462,0.6234294533997362,251,all,1
132,0.09848484848484848,13,5.379663780555674,0.8791302957078717,0.6571105197212028,251,first_order,0
53,0.11320754716981132,6,5.6157714726161645,1.0142606413183237,0.6176893513103209,251,second_order,1
186,0.10215053763440861,19,6.107143258536974,0.9441830474311022,0.7068551306201508,252,all,0
132,0.09848484848484848,13,5.164087683548203,0.8715640655965088,0.6240256774674762,252,first_order,0
53,0.1320754716981132,7,6.107143258536974,1.0787957076825485,0.6930003783211475,252,second_order,1
185,0.07027027027027027,13,5.164087683548203,0.7956299700722063,0.6545437460280915,253,all,1
131,0.08396946564885496,11,4.929663571963915,0.8115670754012412,0.6277787234527006,253,first_order,1
53,0.11320754716981132,6,4.255759867545777,0.9129082883130827,0.6234294533997362,253,second_order,1
186,0.10752688172043011,20,6.107143258536974,0.9936509373905111,0.7452344337431593,254,all,0
131,0.07633587786259542,10,3.863592381570207,0.7978217848081764,0.6272368790912327,254,first_order,1
53,0.1320754716981132,7,6.107143258536974,1.0018746082668024,0.6426561196993434,254,second_order,1
186,0.0967741935483871,18,5.263562138717859,0.8479206508513359,0.6128116346560446,255,all,0
132,0.09090909090909091,12,5.799280119074019,0.8695795176845453,0.6253252233609676,255,first_order,0
54,0.12962962962962962,7,4.182276018096301,0.8859529829734242,0.5829438979359428,255,second_order,0
186,0.07526881720430108,14,5.263562138717859,0.883494487248044,0.6275078012719666,256,all,0
132,0.09090909090909091,12,5.379663780555674,0.9127229148903745,0.6349385565107712,256,first_order,0
54,0.05555555555555555,3,2.2425568258911834,0.7894347348300886,0.6092865209182667,256,second_order,0
186,0.10215053763440861,19,6.107143258536974,0.9211866361164559,0.6903005832809617,257,all,0
131,0.0916030534351145,12,5.185106371957386,0.8437446287313919,0.6333560007461502,257,first_order,1
54,0.12962962962962962,7,5.799280119074019,0.9550548289068337,0.7078541028679173,257,second_order,0
186,0.0913978494623656,17,5.164087683548203,0.9153219935397412,0.6814153328609838,258,all,0
131,0.08396946564885496,11,4.824738588056284,0.9449754971632256,0.7511242903068642,258,first_order,1
53,0.05660377358490566,3,5.263562138717859,0.8345154338105022,0.5687924715937118,258,second_order,1
184,0.09782608695652174,18,4.824738588056284,0.9081117803969361,0.7420661247731373,259,all,2
132,0.09848484848484848,13,5.799280119074019,0.867816701679612,0.6253252233609676,259,first_order,0
54,0.14814814814814814,8,4.840509145429005,0.9837396316570278,0.6235522023753726,259,second_order,0
185,0.10270270270270271,19,6.691101557193222,0.8712523122124524,0.6195204845635944,260,all,1
132,0.08333333333333333,11,5.263562138717859,0.9111720172602641,0.6258227306740107,260,first_order,0
53,0.07547169811320754,4,6.691101557193222,0.9451156255991696,0.7042871243384402,260,second_order,1
184,0.07608695652173914,14,5.799280119074019,0.8333552069636009,0.6689850286363794,261,all,2
132,0.12121212121212122,16,4.840509145429005,0.9462056444271946,0.7639310930118905,261,first_order,0
54,0.14814814814814814,8,5.185106371957386,1.075209348778086,0.7726775632481393,261,second_order,0
186,0.0967741935483871,18,5.263562138717859,0.8711977874340944,0.6187784384849166,262,all,0
132,0.09090909090909091,12,6.691101557193222,0.9247734609701913,0.6736914156761787,262,first_order,0
54,0.12962962962962962,7,4.255759867545777,0.9393120603725303,0.7972352208752786,262,second_order,0
186,0.11290322580645161,21,6.107143258536974,0.9053647892211194,0.6712732335213493,263,all,0
132,0.10606060606060606,14,6.691101557193222,0.9937132393345404,0.7681062375913486,263,first_order,0
54,0.1111111111111111,6,4.318129007165164,0.9584406448908152,0.737610657889312,263,second_order,0
184,0.08152173913043478,15,6.107143258536974,0.8853713323178057,0.6118960680294079,264,all,2
132,0.06818181818181818,9,5.263562138717859,0.7753790921522712,0.5485577996930633,264,first_order,0
54,0.05555555555555555,3,2.667247633129512,0.7268249550989616,0.5984484215202373,264,second_order,0
185,0.10270270270270271,19,5.799280119074019,0.8836124454803435,0.6930003783211475,265,all,1
132,0.12878787878787878,17,6.107143258536974,0.9743616214945451,0.7465676165267594,265,first_order,0
54,0.12962962962962962,7,4.255759867545777,0.9506173147399593,0.7708860007416369,265,second_order,0
185,0.10270270270270271,19,6.107143258536974,0.9506018729837564,0.7094231369018614,266,all,1
132,0.10606060606060606,14,5.185106371957386,0.9180224957553286,0.7363650069017941,266,first_order,0
52,0.09615384615384616,5,3.6769103605760836,0.8207669148845356,0.6969805193826921,266,second_order,2
185,0.10810810810810811,20,6.107143258536974,0.9084583059621882,0.6782927638584447,267,all,1
131,0.08396946564885496,11,6.107143258536974,0.9585475881934785,0.7467592975456562,267,first_order,1
53,0.16981132075471697,9,5.185106371957386,1.1369813703235052,0.8622000452888429,267,second_order,1
186,0.0967741935483871,18,6.107143258536974,0.9112833500054682,0.6914105448245058,268,all,0
132,0.09090909090909091,12,5.379663780555674,0.7944933413168569,0.6190784931306917,268,first_order,0
54,0.07407407407407407,4,2.701013147093827,0.9018289377625245,0.8857936462417428,268,second_order,0
186,0.10215053763440861,19,4.526698006705169,0.8915808269778286,0.6780992880857345,269,all,0
132,0.12878787878787878,17,5.799280119074019,0.9837399847956226,0.7540784084161171,269,first_order,0
54,0.07407407407407407,4,2.2500433291018513,0.7293838020114511,0.5105970687343411,269,second_order,0
184,0.11413043478260869,21,4.840509145429005,0.9186117197489306,0.6994048519797909,270,all,2
132,0.08333333333333333,11,5.379663780555674,0.8738187504946454,0.663317182018577,270,first_order,0
54,0.07407407407407407,4,2.597125685326188,0.8920072432602016,0.7759391439099976,270,second_order,0
185,0.08648648648648649,16,6.691101557193222,0.899282366189818,0.5899423870664772,271,all,1
132,0.12878787878787878,17,7.402504941276007,0.9721223212620898,0.677007460451428,271,first_order,0
54,0.09259259259259259,5,6.107143258536974,0.903453920424151,0.6206017631530372,271,second_order,0
184,0.10869565217391304,20,6.691101557193222,0.9284368322950051,0.678644133644016,272,all,2
132,0.08333333333333333,11,7.402504941276007,0.8731944149869132,0.6145407009329975,272,first_order,0
54,0.09259259259259259,5,2.2997338138465095,0.8520567295318071,0.7804772523345878,272,second_order,0
184,0.08152173913043478,15,4.929663571963915,0.917857533291667,0.7379856722844127,273,all,2
131,0.1297709923664122,17,5.799280119074019,0.9583897967765751,0.6190106748571454,273,first_order,1
54,0.1111111111111111,6,4.824738588056284,1.0248621788924184,0.7946837992885987,273,second_order,0
185,0.10810810810810811,20,5.799280119074019,0.9140807366725086,0.616818945303483,274,all,1
131,0.09923664122137404,13,5.379663780555674,0.8984616133888138,0.6782927638584447,274,first_order,1
53,0.11320754716981132,6,3.928708631946251,0.9363656455034552,0.7094231369018614,274,second_order,1
185,0.12972972972972974,24,6.691101557193222,0.9925975468533188,0.6694770190393332,275,all,1
132,0.09090909090909091,12,3.928708631946251,0.8821102996166553,0.6705328183017198,275,first_order,0
54,0.07407407407407407,4,5.6157714726161645,0.9320897786224442,0.6196940051115534,275,second_order,0
185,0.07567567567567568,14,6.107143258536974,0.869309771689665,0.627220993322199,276,all,1
132,0.14393939393939395,19,6.691101557193222,1.0479377360861521,0.8114467139889336,276,first_order,0
54,0.1111111111111111,6,4.824738588056284,0.855774231997525,0.6436675408098401,276,second_order,0
185,0.0918918918918919,17,6.107143258536974,0.889845913083798,0.6941747337012587,277,all,1
132,0.09848484848484848,13,5.185106371957386,0.8781425284683608,0.6459308240259367,277,first_order,0
54,0.07407407407407407,4,3.445153682116516,0.8248600448176138,0.6091538803099319,277,second_order,0
186,0.0967741935483871,18,5.185106371957386,0.8933448171371634,0.6243218153549779,278,all,0
132,0.12121212121212122,16,6.691101557193222,0.9422140735397762,0.6713219720272672,278,first_order,0
54,0.09259259259259259,5,4.840509145429005,0.9611708995515647,0.6558873904773777,278,second_order,0
185,0.07567567567567568,14,5.263562138717859,0.8940659841767019,0.6945225796211416,279,all,1
131,0.13740458015267176,18,6.691101557193222,1.02739783246415,0.737788801052602,279,first_order,1
53,0.09433962264150944,5,2.667247633129512,0.7876334255658953,0.5687924715937118,279,second_order,1
185,0.08108108108108109,15,5.293386789610306,0.8259379517608801,0.5534484473568743,280,all,1
132,0.12878787878787878,17,5.263562138717859,0.9546641226335103,0.7126892157916229,280,first_order,0
53,0.1509433962264151,8,3.928708631946251,0.9321436553484103,0.6845379018635227,280,second_order,1
185,0.0918918918918919,17,6.691101557193222,0.8799273005411267,0.6694770190393332,281,all,1
132,0.09090909090909091,12,7.402504941276007,0.8416129362977239,0.5823572582722324,281,first_order,0
54,0.05555555555555555,3,2.597125685326188,0.8321887857906353,0.7145915689496879,281,second_order,0
186,0.0967741935483871,18,6.107143258536974,0.91210127590362,0.7049589548466375,282,all,0
132,0.09848484848484848,13,6.691101557193222,0.9505562922532097,0.6713219720272672,282,first_order,0
54,0.05555555555555555,3,2.701013147093827,0.790185531349321,0.5964957982667369,282,second_order,0
186,0.0913978494623656,17,5.263562138717859,0.8838884787696423,0.6614143490997146,283,all,0
131,0.09923664122137404,13,4.182276018096301,0.8831242833435197,0.6469102300243715,283,first_order,1
53,0.1509433962264151,8,5.6157714726161645,1.0566473193690835,0.8082821481198705,283,second_order,1
186,0.06451612903225806,12,6.691101557193222,0.7909696065395451,0.5858588263429894,284,all,0
132,0.12121212121212122,16,7.402504941276007,0.9528119890965392,0.6887107497843199,284,first_order,0
53,0.09433962264150944,5,3.1273523871075204,0.977012159129015,0.7379473014182562,284,second_order,1
185,0.10810810810810811,20,6.691101557193222,0.943750747162353,0.744017617896637,285,all,1
132,0.10606060606060606,14,5.293386789610306,0.9560351458112029,0.6741183454776263,285,first_order,0
54,0.1111111111111111,6,2.625491388708993,0.8757700019252762,0.7482322978011502,285,second_order,0
186,0.07526881720430108,14,5.379663780555674,0.8800040290319354,0.6908877609710173,286,all,0
131,0.06870229007633588,9,4.646173456637406,0.8839463607462757,0.7466839834638372,286,first_order,1
